,Pais,Tipo,Bodegas,Nombre y año,Región,Rating,Valoraciones,Precio,Año
22,Italia,Blanco,Marina Cvetić,Riserva Trebbiano 2020,Trebbiano d'Abruzzo ,4.2,58,35.77,2020
23,Italia,Blanco,Colterenzio (Schreckbichl),Lafóa Sauvignon 2021,Südtirol - Alto Adige ,4.2,45,29.45,2021
24,Italia,Blanco,Colle Duga,Sauvignon Collio 2020,Collio ,4.2,37,21.3,2020
25,Italia,Blanco,Livio Felluga,Abbazia di Rosazzo 2019,Friuli-Venezia Giulia ,4.4,34,69.71,2019
26,Italia,Blanco,Quintodecimo,Exultet Fiano di Avellino 2017,Fiano de Avellino ,4.3,427,47.86,2017
27,Italia,Blanco,Ornellaia,Poggio alle Gazze 2020,Toscana ,4.3,325,69.9,2020
28,Italia,Blanco,Gaja,Ca'Marcanda Vistamare Toscana 2021,Toscana ,4.3,311,49.5,2021
29,Italia,Blanco,Quintodecimo,Giallo d'Arles Greco di Tufo 2019,Greco di Tufo ,4.3,273,50.37,2019
30,Italia,Blanco,Girlan,Flora Gewürztraminer 2018,Südtirol - Alto Adige ,4.3,112,27.85,2018
31,Italia,Blanco,Livio Felluga,Illivio 2020,Colli Orientali del Friuli ,4.3,50,42.85,2020
32,Italia,Blanco,Skerk,Ograde 2020,Friuli-Venezia Giulia ,4.3,39,35.0,2020
33,Italia,Blanco,Torre Fornello,Una 2013,Colli Piacentini ,4.3,33,49.37,2013
34,Italia,Blanco,Livio Felluga,Terre Alte 2020,Rosazzo ,4.3,30,74.75,2020
35,Italia,Blanco,Planeta,Cometa 2018,Menfi ,4.2,1274,31.9,2018
36,Italia,Blanco,Vie di Romans,Dessimis Pinot Grigio 2017,Friuli Isonzo ,4.2,871,41.75,2017
37,Italia,Blanco,La Stoppa,Ageno 2016,Emilia ,4.2,794,32.74,2016
38,Italia,Blanco,Planeta,Chardonnay 2021,Menfi ,4.2,581,22.9,2021
39,Italia,Blanco,Quintodecimo,Via del Campo Falanghina 2018,Irpinia ,4.2,309,47.86,2018
40,Italia,Blanco,Livio Felluga,Pinot Grigio 2021,Colli Orientali del Friuli ,4.2,293,24.8,2021
41,Italia,Blanco,Benito Ferrara,Vigna Cicogna Greco di Tufo 2021,Greco di Tufo ,4.2,259,24.35,2021
42,Italia,Blanco,Abbazia di Novacella (Stiftskellerei Neustift),Praepositus Kerner 2020,Südtirol - Alto Adige ,4.2,239,23.45,2020
43,Italia,Blanco,Colterenzio (Schreckbichl),Pfefferer 2022,Südtirol - Alto Adige ,4.2,104,12.35,2022
44,Italia,Blanco,Vie di Romans,Dolée 2017,Friuli Isonzo ,4.2,99,26.76,2017
45,Italia,Blanco,Vigneti Massa,Derthona Montecitorio 2018,Piamonte ,4.2,89,41.0,2018
46,Italia,Blanco,Frank Cornelissen,MunJebel Classico Bianco 2020,Terre Siciliane ,4.2,77,38.75,2020
47,Italia,Blanco,Marina Cvetić,Riserva Trebbiano 2020,Trebbiano d'Abruzzo ,4.2,58,35.77,2020
48,Italia,Blanco,Colterenzio (Schreckbichl),Lafóa Sauvignon 2021,Südtirol - Alto Adige ,4.2,45,29.45,2021
49,Italia,Blanco,Colle Duga,Sauvignon Collio 2020,Collio ,4.2,37,21.3,2020
50,Italia,Blanco,Pescaja,Solei Terre Alfieri Arneis 2022,Piamonte ,4.2,29,13.5,2022
51,Italia,Blanco,Castello di Lispida,Terralba 2017,Véneto ,4.2,28,27.85,2017
52,Italia,Blanco,Scaia,Bianco (Garganega - Chardonnay) 2021,Véneto ,4.1,1257,12.0,2021
53,Italia,Blanco,Planeta,Cometa 2019,Menfi ,4.1,820,31.9,2019
54,Italia,Blanco,Livio Felluga,Sharis 2021,delle Venezie ,4.1,771,18.76,2021
55,Italia,Blanco,Poggio Al Tesoro,Solosole Vermentino 2020,Bolgheri ,4.1,743,19.9,2020
56,Italia,Blanco,J. Hofstätter,Joseph Gewürztraminer 2020,Südtirol - Alto Adige ,4.1,698,22.94,2020
57,Italia,Blanco,Cabreo,La Pietra Chardonnay 2018,Toscana ,4.1,555,36.55,2018
58,Italia,Blanco,Livio Felluga,Sauvignon 2020,Colli Orientali del Friuli ,4.1,463,24.8,2020
59,Italia,Blanco,La Tunella,Sauvignon 2021,Colli Orientali del Friuli ,4.1,428,15.9,2021
60,Italia,Blanco,Vie di Romans,Flors di Uis 2017,Friuli Isonzo ,4.1,318,26.37,2017
61,Italia,Blanco,Fina,Taif 2021,Terre Siciliane ,4.1,215,10.9,2021
62,Italia,Blanco,Albino Armani,Pinot Grigio Friuli Grave 2021,Friuli Grave ,4.1,193,9.7,2021
63,Italia,Blanco,Damijan Podversic,Kaplja 2017,Friuli-Venezia Giulia ,4.1,95,35.5,2017
64,Italia,Blanco,Il Colombaio di Santachiara,Campo della Pieve Vernaccia di San Gimignano 2019,Vernaccia di San Gimignano ,4.1,84,27.3,2019
65,Italia,Blanco,Cascina Degli Ulivi,Ivag Bianco 2020,Piamonte ,4.1,84,22.3,2020
66,Italia,Blanco,Tornatore,Pietrarizzo Etna Bianco 2021,Etna ,4.1,79,23.0,2021
67,Italia,Blanco,Franz Haas,Sauvignon 2020,Südtirol - Alto Adige ,4.1,64,26.75,2020
68,Italia,Blanco,Denavolo Rivergaro,Dinavolino Bianco 2021,Emilia-Romagna ,4.1,63,21.3,2021
69,Italia,Blanco,Marco de Bartoli,Integer Grillo 2020,Sicilia ,4.1,49,30.55,2020
70,Italia,Blanco,Franco M. Martinetti,Minaia Gavi 2013,Gavi ,4.1,42,28.15,2013
71,Italia,Blanco,Vietti,Arneis Roero 2020,Roero ,4.0,1380,16.0,2020
72,Italia,Blanco,Occhipinti,Sicilia SP68 Bianco 2020,Terre Siciliane ,4.0,817,22.95,2020
73,Italia,Blanco,Ceretto,Arneis Langhe Blange 2021,Langhe ,4.0,800,22.99,2021
74,Italia,Blanco,Bucci,Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2020,Verdicchio dei Castelli di Jesi ,4.0,752,18.6,2020
75,Italia,Blanco,Livio Felluga,Abbazia di Rosazzo 2019,Friuli-Venezia Giulia ,4.4,34,69.71,2019
76,Italia,Blanco,Quintodecimo,Exultet Fiano di Avellino 2017,Fiano de Avellino ,4.3,427,47.86,2017
77,Italia,Blanco,Ornellaia,Poggio alle Gazze 2020,Toscana ,4.3,325,69.9,2020
78,Italia,Blanco,Gaja,Ca'Marcanda Vistamare Toscana 2021,Toscana ,4.3,311,49.5,2021
79,Italia,Blanco,Quintodecimo,Giallo d'Arles Greco di Tufo 2019,Greco di Tufo ,4.3,273,50.37,2019
80,Italia,Blanco,Girlan,Flora Gewürztraminer 2018,Südtirol - Alto Adige ,4.3,112,27.85,2018
81,Italia,Blanco,Livio Felluga,Illivio 2020,Colli Orientali del Friuli ,4.3,50,42.85,2020
82,Italia,Blanco,Skerk,Ograde 2020,Friuli-Venezia Giulia ,4.3,39,35.0,2020
83,Italia,Blanco,Torre Fornello,Una 2013,Colli Piacentini ,4.3,33,49.37,2013
84,Italia,Blanco,Livio Felluga,Terre Alte 2020,Rosazzo ,4.3,30,74.75,2020
85,Italia,Blanco,Planeta,Cometa 2018,Menfi ,4.2,1274,31.9,2018
86,Italia,Blanco,Vie di Romans,Dessimis Pinot Grigio 2017,Friuli Isonzo ,4.2,871,41.75,2017
87,Italia,Blanco,La Stoppa,Ageno 2016,Emilia ,4.2,794,32.74,2016
88,Italia,Blanco,Planeta,Chardonnay 2021,Menfi ,4.2,581,22.9,2021
89,Italia,Blanco,Quintodecimo,Via del Campo Falanghina 2018,Irpinia ,4.2,309,47.86,2018
90,Italia,Blanco,Livio Felluga,Pinot Grigio 2021,Colli Orientali del Friuli ,4.2,293,24.8,2021
91,Italia,Blanco,Benito Ferrara,Vigna Cicogna Greco di Tufo 2021,Greco di Tufo ,4.2,259,24.35,2021
92,Italia,Blanco,Abbazia di Novacella (Stiftskellerei Neustift),Praepositus Kerner 2020,Südtirol - Alto Adige ,4.2,239,23.45,2020
93,Italia,Blanco,Colterenzio (Schreckbichl),Pfefferer 2022,Südtirol - Alto Adige ,4.2,104,12.35,2022
94,Italia,Blanco,Vie di Romans,Dolée 2017,Friuli Isonzo ,4.2,99,26.76,2017
95,Italia,Blanco,Vigneti Massa,Derthona Montecitorio 2018,Piamonte ,4.2,89,41.0,2018
96,Italia,Blanco,Frank Cornelissen,MunJebel Classico Bianco 2020,Terre Siciliane ,4.2,77,38.75,2020
97,Italia,Blanco,Marina Cvetić,Riserva Trebbiano 2020,Trebbiano d'Abruzzo ,4.2,58,35.77,2020
98,Italia,Blanco,Colterenzio (Schreckbichl),Lafóa Sauvignon 2021,Südtirol - Alto Adige ,4.2,45,29.45,2021
99,Italia,Blanco,Colle Duga,Sauvignon Collio 2020,Collio ,4.2,37,21.3,2020
100,Italia,Blanco,Pescaja,Solei Terre Alfieri Arneis 2022,Piamonte ,4.2,29,13.5,2022
101,Italia,Blanco,Castello di Lispida,Terralba 2017,Véneto ,4.2,28,27.85,2017
102,Italia,Blanco,Scaia,Bianco (Garganega - Chardonnay) 2021,Véneto ,4.1,1257,12.0,2021
103,Italia,Blanco,Planeta,Cometa 2019,Menfi ,4.1,820,31.9,2019
104,Italia,Blanco,Livio Felluga,Sharis 2021,delle Venezie ,4.1,771,18.76,2021
105,Italia,Blanco,Poggio Al Tesoro,Solosole Vermentino 2020,Bolgheri ,4.1,743,19.9,2020
106,Italia,Blanco,J. Hofstätter,Joseph Gewürztraminer 2020,Südtirol - Alto Adige ,4.1,698,22.94,2020
107,Italia,Blanco,Cabreo,La Pietra Chardonnay 2018,Toscana ,4.1,555,36.55,2018
108,Italia,Blanco,Livio Felluga,Sauvignon 2020,Colli Orientali del Friuli ,4.1,463,24.8,2020
109,Italia,Blanco,La Tunella,Sauvignon 2021,Colli Orientali del Friuli ,4.1,428,15.9,2021
110,Italia,Blanco,Vie di Romans,Flors di Uis 2017,Friuli Isonzo ,4.1,318,26.37,2017
111,Italia,Blanco,Fina,Taif 2021,Terre Siciliane ,4.1,215,10.9,2021
112,Italia,Blanco,Albino Armani,Pinot Grigio Friuli Grave 2021,Friuli Grave ,4.1,193,9.7,2021
113,Italia,Blanco,Damijan Podversic,Kaplja 2017,Friuli-Venezia Giulia ,4.1,95,35.5,2017
114,Italia,Blanco,Il Colombaio di Santachiara,Campo della Pieve Vernaccia di San Gimignano 2019,Vernaccia di San Gimignano ,4.1,84,27.3,2019
115,Italia,Blanco,Cascina Degli Ulivi,Ivag Bianco 2020,Piamonte ,4.1,84,22.3,2020
116,Italia,Blanco,Tornatore,Pietrarizzo Etna Bianco 2021,Etna ,4.1,79,23.0,2021
117,Italia,Blanco,Franz Haas,Sauvignon 2020,Südtirol - Alto Adige ,4.1,64,26.75,2020
118,Italia,Blanco,Denavolo Rivergaro,Dinavolino Bianco 2021,Emilia-Romagna ,4.1,63,21.3,2021
119,Italia,Blanco,Marco de Bartoli,Integer Grillo 2020,Sicilia ,4.1,49,30.55,2020
120,Italia,Blanco,Franco M. Martinetti,Minaia Gavi 2013,Gavi ,4.1,42,28.15,2013
121,Italia,Blanco,Vietti,Arneis Roero 2020,Roero ,4.0,1380,16.0,2020
122,Italia,Blanco,Occhipinti,Sicilia SP68 Bianco 2020,Terre Siciliane ,4.0,817,22.95,2020
123,Italia,Blanco,Ceretto,Arneis Langhe Blange 2021,Langhe ,4.0,800,22.99,2021
124,Italia,Blanco,Bucci,Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2020,Verdicchio dei Castelli di Jesi ,4.0,752,18.6,2020
125,Italia,Blanco,Villa Sparina,Gavi 2021,Gavi ,4.0,736,15.75,2021
126,Italia,Blanco,Tombacco,Pecorino Terre di Chieti 2020,Terre di Chieti ,4.0,625,8.41,2020
127,Italia,Blanco,Occhipinti,Sicilia SP68 Bianco 2021,Terre Siciliane ,4.0,480,22.4,2021
128,Italia,Blanco,Jermann,Chardonnay 2021,Venezia Giulia ,4.0,420,23.45,2021
129,Italia,Blanco,Bucci,Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2021,Verdicchio dei Castelli di Jesi ,4.0,409,23.92,2021
130,Italia,Blanco,Feudi di San Gregorio,Greco Di Tufo Cutizzi 2021,Greco di Tufo ,4.0,404,14.5,2021
131,Italia,Blanco,Livio Felluga,Friulano 2020,Colli Orientali del Friuli ,4.0,367,24.0,2020
132,Italia,Blanco,Tornatore,Etna Bianco 2021,Etna ,4.0,366,16.5,2021
133,Italia,Blanco,Suavia,Monte Carbonare 2020,Soave Classico ,4.0,290,18.45,2020
134,Italia,Blanco,Fina,Kebrilla Grillo 2021,Terre Siciliane ,4.0,270,9.7,2021
135,Italia,Blanco,Livio Felluga,Friulano 2021,Colli Orientali del Friuli ,4.0,247,25.85,2021
136,Italia,Blanco,Bottega,Pinot Grigio delle Venezie 2020,delle Venezie ,4.0,218,8.64,2020
137,Italia,Blanco,Feudi di San Gregorio,Fiano Di Avellino Pietracalda 2021,Fiano de Avellino ,4.0,201,17.15,2021
138,Italia,Blanco,Pala,Soprasole 2021,Cerdeña ,4.0,194,12.35,2021
139,Italia,Blanco,Les Crêtes,Petite Arvine 2021,Valle d'Aosta ,4.0,168,17.15,2021
140,Italia,Blanco,Bottega Vinai,Gewürztraminer 2020,Trentino ,4.0,167,11.5,2020
141,Italia,Blanco,Gulfi,Carjcanti Bianco 2018,Terre Siciliane ,4.0,148,26.1,2018
142,Italia,Blanco,Livio Felluga,Sauvignon 2021,Colli Orientali del Friuli ,4.0,139,23.5,2021
143,Italia,Blanco,Ca' Lojera,Lugana Riserva del Lupo 2018,Lugana ,4.0,139,25.6,2018
144,Italia,Blanco,Torre dei Beati,Giocheremo Con i Fiori Pecorino 2021,Abruzos ,4.0,122,13.05,2021
145,Italia,Blanco,Vigneti Massa,Derthona 2021,Piamonte ,4.0,106,20.75,2021
146,Italia,Blanco,Villa Corniole,Pietramontis Pinot Grigio Ramato 2019,Trentino ,4.0,84,16.09,2019
147,Italia,Blanco,Tramin,Müller Thurgau 2021,Südtirol - Alto Adige ,4.0,84,12.4,2021
148,Italia,Blanco,Les Crêtes,Fleur Petite Arvine 2020,Valle d'Aosta ,4.0,73,27.7,2020
149,Italia,Blanco,Antinori,Villa Antinori Toscana Bianco 2022,Toscana ,4.0,61,11.3,2022
150,Italia,Blanco,Livio Felluga,Abbazia di Rosazzo 2019,Friuli-Venezia Giulia ,4.4,34,69.71,2019
151,Italia,Blanco,Quintodecimo,Exultet Fiano di Avellino 2017,Fiano de Avellino ,4.3,427,47.86,2017
152,Italia,Blanco,Ornellaia,Poggio alle Gazze 2020,Toscana ,4.3,325,69.9,2020
153,Italia,Blanco,Gaja,Ca'Marcanda Vistamare Toscana 2021,Toscana ,4.3,311,49.5,2021
154,Italia,Blanco,Quintodecimo,Giallo d'Arles Greco di Tufo 2019,Greco di Tufo ,4.3,273,50.37,2019
155,Italia,Blanco,Girlan,Flora Gewürztraminer 2018,Südtirol - Alto Adige ,4.3,112,27.85,2018
156,Italia,Blanco,Livio Felluga,Illivio 2020,Colli Orientali del Friuli ,4.3,50,42.85,2020
157,Italia,Blanco,Skerk,Ograde 2020,Friuli-Venezia Giulia ,4.3,39,35.0,2020
158,Italia,Blanco,Torre Fornello,Una 2013,Colli Piacentini ,4.3,33,49.37,2013
159,Italia,Blanco,Livio Felluga,Terre Alte 2020,Rosazzo ,4.3,30,74.75,2020
160,Italia,Blanco,Planeta,Cometa 2018,Menfi ,4.2,1274,31.9,2018
161,Italia,Blanco,Vie di Romans,Dessimis Pinot Grigio 2017,Friuli Isonzo ,4.2,871,41.75,2017
162,Italia,Blanco,La Stoppa,Ageno 2016,Emilia ,4.2,794,32.74,2016
163,Italia,Blanco,Planeta,Chardonnay 2021,Menfi ,4.2,581,22.9,2021
164,Italia,Blanco,Quintodecimo,Via del Campo Falanghina 2018,Irpinia ,4.2,309,47.86,2018
165,Italia,Blanco,Livio Felluga,Pinot Grigio 2021,Colli Orientali del Friuli ,4.2,293,24.8,2021
166,Italia,Blanco,Benito Ferrara,Vigna Cicogna Greco di Tufo 2021,Greco di Tufo ,4.2,259,24.35,2021
167,Italia,Blanco,Abbazia di Novacella (Stiftskellerei Neustift),Praepositus Kerner 2020,Südtirol - Alto Adige ,4.2,239,23.45,2020
168,Italia,Blanco,Colterenzio (Schreckbichl),Pfefferer 2022,Südtirol - Alto Adige ,4.2,104,12.35,2022
169,Italia,Blanco,Vie di Romans,Dolée 2017,Friuli Isonzo ,4.2,99,26.76,2017
170,Italia,Blanco,Vigneti Massa,Derthona Montecitorio 2018,Piamonte ,4.2,89,41.0,2018
171,Italia,Blanco,Frank Cornelissen,MunJebel Classico Bianco 2020,Terre Siciliane ,4.2,77,38.75,2020
172,Italia,Blanco,Marina Cvetić,Riserva Trebbiano 2020,Trebbiano d'Abruzzo ,4.2,58,35.77,2020
173,Italia,Blanco,Colterenzio (Schreckbichl),Lafóa Sauvignon 2021,Südtirol - Alto Adige ,4.2,45,29.45,2021
174,Italia,Blanco,Colle Duga,Sauvignon Collio 2020,Collio ,4.2,37,21.3,2020
175,Italia,Blanco,Pescaja,Solei Terre Alfieri Arneis 2022,Piamonte ,4.2,29,13.5,2022
176,Italia,Blanco,Castello di Lispida,Terralba 2017,Véneto ,4.2,28,27.85,2017
177,Italia,Blanco,Scaia,Bianco (Garganega - Chardonnay) 2021,Véneto ,4.1,1257,12.0,2021
178,Italia,Blanco,Planeta,Cometa 2019,Menfi ,4.1,820,31.9,2019
179,Italia,Blanco,Livio Felluga,Sharis 2021,delle Venezie ,4.1,771,18.76,2021
180,Italia,Blanco,Poggio Al Tesoro,Solosole Vermentino 2020,Bolgheri ,4.1,743,19.9,2020
181,Italia,Blanco,J. Hofstätter,Joseph Gewürztraminer 2020,Südtirol - Alto Adige ,4.1,698,22.94,2020
182,Italia,Blanco,Cabreo,La Pietra Chardonnay 2018,Toscana ,4.1,555,36.55,2018
183,Italia,Blanco,Livio Felluga,Sauvignon 2020,Colli Orientali del Friuli ,4.1,463,24.8,2020
184,Italia,Blanco,La Tunella,Sauvignon 2021,Colli Orientali del Friuli ,4.1,428,15.9,2021
185,Italia,Blanco,Vie di Romans,Flors di Uis 2017,Friuli Isonzo ,4.1,318,26.37,2017
186,Italia,Blanco,Fina,Taif 2021,Terre Siciliane ,4.1,215,10.9,2021
187,Italia,Blanco,Albino Armani,Pinot Grigio Friuli Grave 2021,Friuli Grave ,4.1,193,9.7,2021
188,Italia,Blanco,Damijan Podversic,Kaplja 2017,Friuli-Venezia Giulia ,4.1,95,35.5,2017
189,Italia,Blanco,Il Colombaio di Santachiara,Campo della Pieve Vernaccia di San Gimignano 2019,Vernaccia di San Gimignano ,4.1,84,27.3,2019
190,Italia,Blanco,Cascina Degli Ulivi,Ivag Bianco 2020,Piamonte ,4.1,84,22.3,2020
191,Italia,Blanco,Tornatore,Pietrarizzo Etna Bianco 2021,Etna ,4.1,79,23.0,2021
192,Italia,Blanco,Franz Haas,Sauvignon 2020,Südtirol - Alto Adige ,4.1,64,26.75,2020
193,Italia,Blanco,Denavolo Rivergaro,Dinavolino Bianco 2021,Emilia-Romagna ,4.1,63,21.3,2021
194,Italia,Blanco,Marco de Bartoli,Integer Grillo 2020,Sicilia ,4.1,49,30.55,2020
195,Italia,Blanco,Franco M. Martinetti,Minaia Gavi 2013,Gavi ,4.1,42,28.15,2013
196,Italia,Blanco,Vietti,Arneis Roero 2020,Roero ,4.0,1380,16.0,2020
197,Italia,Blanco,Occhipinti,Sicilia SP68 Bianco 2020,Terre Siciliane ,4.0,817,22.95,2020
198,Italia,Blanco,Ceretto,Arneis Langhe Blange 2021,Langhe ,4.0,800,22.99,2021
199,Italia,Blanco,Bucci,Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2020,Verdicchio dei Castelli di Jesi ,4.0,752,18.6,2020
200,Italia,Blanco,Villa Sparina,Gavi 2021,Gavi ,4.0,736,15.75,2021
201,Italia,Blanco,Tombacco,Pecorino Terre di Chieti 2020,Terre di Chieti ,4.0,625,8.41,2020
202,Italia,Blanco,Occhipinti,Sicilia SP68 Bianco 2021,Terre Siciliane ,4.0,480,22.4,2021
203,Italia,Blanco,Jermann,Chardonnay 2021,Venezia Giulia ,4.0,420,23.45,2021
204,Italia,Blanco,Bucci,Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2021,Verdicchio dei Castelli di Jesi ,4.0,409,23.92,2021
205,Italia,Blanco,Feudi di San Gregorio,Greco Di Tufo Cutizzi 2021,Greco di Tufo ,4.0,404,14.5,2021
206,Italia,Blanco,Livio Felluga,Friulano 2020,Colli Orientali del Friuli ,4.0,367,24.0,2020
207,Italia,Blanco,Tornatore,Etna Bianco 2021,Etna ,4.0,366,16.5,2021
208,Italia,Blanco,Suavia,Monte Carbonare 2020,Soave Classico ,4.0,290,18.45,2020
209,Italia,Blanco,Fina,Kebrilla Grillo 2021,Terre Siciliane ,4.0,270,9.7,2021
210,Italia,Blanco,Livio Felluga,Friulano 2021,Colli Orientali del Friuli ,4.0,247,25.85,2021
211,Italia,Blanco,Bottega,Pinot Grigio delle Venezie 2020,delle Venezie ,4.0,218,8.64,2020
212,Italia,Blanco,Feudi di San Gregorio,Fiano Di Avellino Pietracalda 2021,Fiano de Avellino ,4.0,201,17.15,2021
213,Italia,Blanco,Pala,Soprasole 2021,Cerdeña ,4.0,194,12.35,2021
214,Italia,Blanco,Les Crêtes,Petite Arvine 2021,Valle d'Aosta ,4.0,168,17.15,2021
215,Italia,Blanco,Bottega Vinai,Gewürztraminer 2020,Trentino ,4.0,167,11.5,2020
216,Italia,Blanco,Gulfi,Carjcanti Bianco 2018,Terre Siciliane ,4.0,148,26.1,2018
217,Italia,Blanco,Livio Felluga,Sauvignon 2021,Colli Orientali del Friuli ,4.0,139,23.5,2021
218,Italia,Blanco,Ca' Lojera,Lugana Riserva del Lupo 2018,Lugana ,4.0,139,25.6,2018
219,Italia,Blanco,Torre dei Beati,Giocheremo Con i Fiori Pecorino 2021,Abruzos ,4.0,122,13.05,2021
220,Italia,Blanco,Vigneti Massa,Derthona 2021,Piamonte ,4.0,106,20.75,2021
221,Italia,Blanco,Villa Corniole,Pietramontis Pinot Grigio Ramato 2019,Trentino ,4.0,84,16.09,2019
222,Italia,Blanco,Tramin,Müller Thurgau 2021,Südtirol - Alto Adige ,4.0,84,12.4,2021
223,Italia,Blanco,Les Crêtes,Fleur Petite Arvine 2020,Valle d'Aosta ,4.0,73,27.7,2020
224,Italia,Blanco,Antinori,Villa Antinori Toscana Bianco 2022,Toscana ,4.0,61,11.3,2022
225,Italia,Blanco,Marisa Cuomo,Costa d'Amalfi Bianco 2020,Costa d'Amalfi ,4.0,61,21.7,2020
226,Italia,Blanco,Skerlj,Malvasia 2019,Carso ,4.0,57,28.9,2019
227,Italia,Blanco,Selva Capuzza,Campo del Soglio San Martino della Battaglia 2019,San Martino della Battaglia ,4.0,54,18.9,2019
228,Italia,Blanco,Eduardo Torres Acosta,Versante Nord Bianco 2021,Terre Siciliane ,4.0,48,22.95,2021
229,Italia,Blanco,Tenuta Meraviglia,Dievole Vermentino 2021,Bolgheri ,4.0,47,14.9,2021
230,Italia,Blanco,Skerlj,Malvasia 2018,Carso ,4.0,44,28.9,2018
231,Italia,Blanco,Feudo Montoni,Inzolia dei Fornelli 2021,Sicilia ,4.0,43,13.55,2021
232,Italia,Blanco,Colterenzio (Schreckbichl),Sand Moscato Giallo 2021,Südtirol - Alto Adige ,4.0,33,15.35,2021
233,Italia,Blanco,Marina Cvetić,Chardonnay 2020,Colline Teatine ,4.0,31,29.75,2020
234,Italia,Blanco,Tiefenbrunner,Merus Pinot Bianco (Weissburgunder) 2021,Trentino-Alto Adige ,4.0,29,13.5,2021
235,Italia,Blanco,Poggio,L'Archetipo Colli Tortonesi Terre di Libarna Timorasso 2019,Colli Tortonesi ,4.0,29,16.0,2019
236,Italia,Blanco,Marco Felluga,Russiz Superiore Sauvignon Collio 2021,Collio ,4.0,26,20.3,2021
237,Italia,Blanco,Santa Margherita,Pinot Grigio Valdadige 2021,Valdadige ,3.9,3342,11.0,2021
238,Italia,Blanco,Antinori,Villa Antinori Toscana Bianco 2021,Toscana ,3.9,1750,11.5,2021
239,Italia,Blanco,Feudi di San Gregorio,Greco Di Tufo 2020,Greco di Tufo ,3.9,1393,18.59,2020
240,Italia,Blanco,Pieropan,Soave Classico 2021,Soave Classico ,3.9,873,13.55,2021
241,Italia,Blanco,Feudi di San Gregorio,Greco Di Tufo 2021,Greco di Tufo ,3.9,813,11.5,2021
242,Italia,Blanco,La Scolca,Gavi Valentino 2019,Gavi ,3.9,783,11.3,2019
243,Italia,Blanco,Feudi di San Gregorio,Falanghina 2021,Falanghina del Sannio ,3.9,670,10.0,2021
244,Italia,Blanco,Dilé,Moscato N.V.,Piamonte ,3.9,612,7.95,N.V.
245,Italia,Blanco,Feudi di San Gregorio,Greco Di Tufo Cutizzi 2020,Greco di Tufo ,3.9,514,22.44,2020
246,Italia,Blanco,Argiolas,Costamolino Vermentino di Sardegna 2021,Vermentino di Sardegna ,3.9,427,13.5,2021
247,Italia,Blanco,Punica,Samas 2018,Isola dei Nuraghi ,3.9,328,16.9,2018
